FAA ID,AIRPORT NAME,LOCATION,ST,PROCEDURE NAME,LPV or LP,DA OR MDA,VIS,HAT,GPA,TCH,ILS to Rwy (Y/N),Rwy End Cntr,ILS @ Arpt (Y/N),ILS Arpt Cntr (Y/N),ILS CAT II or III,WAAS CHANNEL #
OWD,NORWOOD MEMORIAL,NOWOOD,MA,RNAV (GPS) RWY 35,LPV,344,1,295,3,40,N,1,N,N,,86400
GWB,DE KALB COUNTY,AUBURN,IN,RNAV (GPS) RWY 27,LPV,1130, 1/2,250,3,46,Y,1,Y,,,86401
HBG,HATTIESBURG BOBBY L CHAIN MUNI,HATTIESBURG,MS,RNAV (GPS) Z RWY 13,LPV,351, 3/4,200,3,40,N,,N,N,,86403
LUL,HESLER-NOBLE FIELD,LAUREL,MS,RNAV (GPS) RWY 31,LPV,524,1,286,3,40,N,1,N,,,86404
BAF,WESTFIELD-BARNES RGNL,WESTFIELD/SPRINGFIELD,MA,RNAV (GPS) RWY 20,LPV,520,2400,250,3,50,Y,1,Y,,,86405
IND,INDIANAPOLIS INTL,INDIANAPOLIS,IN,RNAV (GPS) Y RWY 23L,LPV,990,2400,200,3,57,Y,1,Y,,,86406
AFK,NEBRASKA CITY MUNI,NEBRASKA CITY,NE,RNAV (GPS) RWY 15,LPV,1412,1,250,3,52,N,1,N,,,86407
BKV,BROOKSVILLE-TAMPA BAY RGNL,BROOKSVILLE,FL,RNAV (GPS) RWY 27,LPV,442,1 1/4,373,3,55,N,1,Y,Y,,86408
GPH,MIDWEST NATIONAL AIR CENTER,MOSBY,MO,RNAV (GPS) RWY 36,LPV,1105,1 1/4,329,3,45,N,1,Y,,,86409
JEF,JEFFERSON CITY MEMORIAL,JEFFERSON CITY,MO,RNAV (GPS) RWY 30,LPV,799, 1/2,250,3,54,Y,1,Y,,,86410
ROC,GREATER ROCHESTER INTL,ROCHESTER,NY,RNAV (GPS) RWY 28,LPV,791,4000,250,3,57,Y,1,Y,,,86411
GPZ,GRAND RAPIDS/ITASCA CO-GORDON NEWSTROM FLD,GRAND RAPIDS,MN,RNAV (GPS) RWY 34,LPV,1682, 1/2,327,3,60,Y,1,Y,Y,,86412
CAD,WEXFORD COUNTY,CADILLAC,MI,RNAV (GPS) RWY 07,LPV,1507, 3/4,200,3,45,Y,1,Y,Y,,86413
YAK,YAKUTAT,YAKUTAT,AK,RNAV (GPS) RWY 11,LPV,233,2400,200,3,53,Y,1,Y,,,86414
OFK,NORFOLK RGNL/KARL STEFAN MEMORIAL FLD,NORFOLK,NE,RNAV (GPS) RWY 32,LPV,1858,1,298,3,52,N,1,Y,,,86415
FWA,FORT WAYNE INTL,FORT WAYNE,IN,RNAV (GPS) RWY 14,LPV,1002, 3/4,200,3,53,N,1,Y,,,86417
OAK,METROPOLITAN OAKLAND INTL,OAKLAND,CA,RNAV (GPS) Y RWY 12,LPV,209,2400,200,2.75,55,Y,1,Y,,,86418
CMI,UNIVERSITY OF ILLINOIS-WILLARD,CHAMPAIGN/URBANA,IL,RNAV (GPS) RWY 14L,LPV,955, 3/4,200,3,48,N,1,Y,,,86419
OSU,OHIO STATE UNIVERSITY,COLUMBUS,OH,RNAV (GPS) RWY 09R,LPV,1101, 1/2,200,3,51,Y,1,Y,,,86420
MAC,MACON DOWNTOWN,MACON,GA,RNAV (GPS) RWY 28,LPV,712,1,282,3,40,N,1,N,,,86421
6I2,LEBANON SPRINGFIELD-GEORGE HOERTER FIELD,SPRINGFIELD,KY,RNAV (GPS) RWY 29,LPV,1152,1,282,3.1,54,N,1,N,,,86422
CCR,BUCHANAN FIELD,CONCORD,CA,RNAV (GPS) RWY 19R,LPV,272, 3/4,250,3,45,N,1,N,N,,86424
FWB,BRANSON WEST MUNI - EMERSON FIELD,BRANSON WEST,MO,RNAV (GPS) RWY 21,LPV,1598,1,250,3,40,N,1,N,,,86426
FOA,FLORA MUNI,FLORA,IL,RNAV (GPS) RWY 21,LPV,746,1,276,3,51,N,1,N,,,86428
EZS,SHAWANO MUNI,SHAWANO,WI,RNAV (GPS) RWY 12,LPV,1081,1,271,3,45,N,1,N,,,86429
MVE,MONTEVIDEO-CHIPPEWA COUNTY,MONTEVIDEO,MN,RNAV (GPS) RWY 32,LPV,1226, 3/4,206,3,45,N,1,N,,,86430
SFZ,NORTH CENTRAL STATE,PAWTUCKET,RI,RNAV (GPS) RWY 23,LPV,679, 7/8,250,3,35,N,1,N,,,86431
MJX,OCEAN COUNTY,TOMS RIVER,NJ,RNAV (GPS) RWY 24,LPV,331, 3/4,250,3,40,N,1,Y,Y,,86433
BAZ,NEW BRAUNFELS RGNL,NEW BRAUNFELS,TX,RNAV (GPS) RWY 31,LPV,896, 3/4,250,3,45,N,1,N,,,86435
DCY,DAVIESS COUNTY,WASHINGTON,IN,RNAV (GPS) RWY 18,LPV,718, 7/8,250,3,40,N,1,N,N,,86436
03D,MEMPHIS MEMORIAL,MEMPHIS,MO,RNAV (GPS) RWY 30,LPV,1144,1 1/8,331,3,40,N,1,N,N,,86437
FMM,FORT MORGAN MUNI,FORT MORGAN,CO,RNAV (GPS) RWY 32,LPV,4796,1,250,3,52,N,1,N,,,86438
IXD,NEW CENTURY AIRCENTER,OLATHE,KS,RNAV (GPS) RWY 04,LPV,1330,1,250,3,41,N,1,Y,,,86439
AZC,COLORADO CITY MUNI,COLORADO CITY,AZ,RNAV (GPS) RWY 11,LPV,5104,1,250,3,53,N,1,N,,,86440
AZC,COLORADO CITY MUNI,COLORADO CITY,AZ,RNAV (GPS) RWY 11,LPV,5297,1 1/2,443,3,53,N,1,N,,,86440
DRT,DEL RIO INTL,DEL RIO,TX,RNAV (GPS) RWY 13,LPV,1252, 1/2,250,3,48,Y,1,Y,Y,,86449
MEI,KEY FIELD,MERIDIAN,MS,RNAV (GPS) RWY 01,LPV,489,2400,200,3,55,Y,1,Y,,,86500
MDQ,HUNTSVILLE EXECUTIVE AIRPORT TOM SHARP JR FLD,HUNTSVILLE,AL,RNAV (GPS) RWY 18,LPV,919, 3/4,200,3,43,Y,1,Y,,,86501
GIF,WINTER HAVEN'S GILBERT,WINTER HAVEN,FL,RNAV (GPS) RWY 11,LPV,395,1,250,3,45,N,1,N,N,,86502
JKA,JACK EDWARDS,GULF SHORES,AL,RNAV (GPS) RWY 09,LPV,310,1,294,3,50,N,1,Y,Y,,86503
DHN,DOTHAN RGNL,DOTHAN,AL,RNAV (GPS) RWY 14,LPV,601, 3/4,200,3,54,Y,1,Y,,,86504
CDN,WOODWARD FIELD,CAMDEN,SC,RNAV (GPS) RWY 06,LPV,582,1,280,3,31,N,1,N,N,,86505
ANW,AINSWORTH RGNL,AINSWORTH,NE,RNAV (GPS) RWY 31,LPV,2835,1,250,3,52,N,1,N,,,86507
PPF,TRI-CITY,PARSONS,KS,RNAV (GPS) RWY 17,LPV,1193,1,293,3,45,N,1,N,,,86508
LSE,LA CROSSE RGNL,LA CROSSE,WI,RNAV (GPS) RWY 36,LPV,953,1,300,3,50,N,1,Y,,,86509
IER,NATCHITOCHES RGNL,NATCHITOCHES,LA,RNAV (GPS) RWY 35,LPV,371,1,250,3,43,N,1,N,,,86510
STE,STEVENS POINT MUNI,STEVENS POINT,WI,RNAV (GPS) RWY 21,LPV,1360, 3/4,250,3,44,Y,1,Y,,,86511
TDF,PERSON COUNTY,ROXBORO,NC,RNAV (GPS) RWY 06,LPV,801, 1/2,200,3,40,Y,1,Y,,,86512
OWX,PUTNAM COUNTY,OTTAWA,OH,RNAV (GPS) RWY 09,LPV,1048,1,288,3,40,N,1,N,N,,86514
GSO,PIEDMONT TRIAD INTL,GREENSBORO,NC,RNAV (GPS) RWY 05L,LPV,1117,1800,200,3,55,Y,1,Y,,3-Feb,86515
CLI,CLINTONVILLE MUNI,CLINTONVILLE,WI,RNAV (GPS) RWY 04,LPV,1076,1,250,3,52,N,1,N,,,86516
TVK,CENTERVILLE MUNI,CENTERVILLE,IA,RNAV (GPS) RWY 34,LPV,1273,1,250,3,40,N,1,N,,,86517
EUG,MAHLON SWEET FIELD,EUGENE,OR,RNAV (GPS) Y RWY 16R,LPV,564,1800,200,3,51,Y,1,Y,,3-Feb,86518
MFD,MANSFIELD LAHM RGNL,MANSFIELD,OH,RNAV (GPS) RWY 05,LPV,1547, 7/8,250,3,50,N,1,Y,,,86519
PMD,PALMDALE USAF PLANT 42,PALMDALE,CA,RNAV (GPS) RWY 25,LPV,2703, 3/4,200,3,63,Y,1,Y,,,86520
6K3,CREIGHTON MUNI,CREIGHTON,NE,RNAV (GPS) RWY 13,LPV,1971,1 1/8,329,3,40,N,1,N,,,86521
TTA,RALEIGH EXEC JETPORT AT SANFORD-LEE COUNTY,SANFORD,NC,RNAV (GPS) RWY 21,LPV,530,1,300,3,45,N,1,Y,,,86522
0B4,HARTINGTON MUNI/ BUD BECKER FLD,HARTINGTON,NE,RNAV (GPS) RWY 31,LPV,1690,1,307,3,45,N,1,N,,,86523
2G4,GARRETT COUNTY,OAKLAND,MD,RNAV (GPS) RWY 27,LPV,3175,1,250,3,45,N,1,N,,,86524
RNH,NEW RICHMOND RGNL,NEW RICHMOND,WI,RNAV (GPS) RWY 32,LPV,1246,1,250,3,50,N,1,N,,,86525
JXN,JACKSON COUNTY-REYNOLDS FIELD,JACKSON,MI,RNAV (GPS) RWY 14,LPV,1345,1 1/4,349,3,45,N,1,Y,,,86527
GYI,NORTH TEXAS RGNL/PERRIN FIELD,SHERMAN/DENISON,TX,RNAV (GPS) RWY 17L,LPV,941, 1/2,200,3,43,Y,1,Y,,,86528
COM,COLEMAN MUNI,COLEMAN,TX,RNAV (GPS) RWY 15,LPV,1947, 7/8,250,3,40,N,1,N,,,86529
HRL,VALLEY INTL,HARLINGEN,TX,RNAV (GPS) Y RWY 35L,LPV,286, 3/4,250,3,59,N,1,Y,,,86530
08K,HARVARD STATE,HARVARD,NE,RNAV (GPS) RWY 35,LPV,2051,1,237,3,40,N,1,N,N,,86531
ATS,ARTESIA MUNI,ARTESIA,NM,RNAV (GPS) RWY 13,LPV,3734, 3/4,200,3,42,N,1,N,,,86535
TIX,SPACE COAST RGNL,TITUSVILLE,FL,RNAV (GPS) RWY 09,LPV,292,1,260,3.1,60,N,1,Y,,,86536
MTO,COLES COUNTY MEMORIAL,MATTOON/CHARLESTON,IL,RNAV (GPS) RWY 11,LPV,918, 3/4,200,3,45,N,1,Y,,,86537
ANI,ANIAK,ANIAK,AK,RNAV (GPS) RWY 29,LPV,346,1,250,3,52,N,1,Y,,,86538
74V,ROOSEVELT MUNI,ROOSEVELT,UT,RNAV (GPS) RWY 25,LPV,5390,1,250,3,51,N,1,N,N,,86539
PBX,PIKE COUNTY-HATCHER FIELD,PIKEVILLE,KY,RNAV (GPS) RWY 27,LPV,1663,1,200,3,47,Y,1,Y,,,86540
SPH,SPRINGHILL,SPRINGHILL,LA,RNAV (GPS) RWY  18 ORIG,LPV,498, 2/3,281,3,49,N,1,N,,,86541
ILM,WILMINGTON INTL,WILMINGTON,NC,RNAV (GPS) RWY 06,LPV,228,4000,200,3,60,Y,1,Y,,,86599
SLB,STORM LAKE MUNI,STORM LAKE,IA,RNAV (GPS) RWY 35,LPV,1734,1,250,3,30,N,1,N,N,,86600
HIG,HIGGINSVILLE INDUSTRIAL MUNI,HIGGINSVILLE,MO,RNAV (GPS) RWY 16,LPV,1247,1 1/2,407,3,31,N,1,N,,,86601
SMF,SACRAMENTO INTL,SACRAMENTO,CA,RNAV (GPS) Y RWY 34L,LPV,224,2400,200,3,59,Y,1,Y,,,86602
HQG,HUGOTON MUNI,HUGOTON,KS,RNAV (GPS) RWY 20,LPV,3382,1,250,3,45,N,1,N,,,86603
GNV,GAINESVILLE RGNL,GAINESVILLE,FL,RNAV (GPS) RWY 25,LPV,501,1 1/4,357,3,42,N,1,Y,,,86604
PSC,TRI-CITIES,PASCO,WA,RNAV (GPS) Y RWY 30,LPV,655, 3/4,250,3,54,N,1,Y,,,86605
HSV,HUNTSVILLE INTL-CARL T JONES FIELD,HUNTSVILLE,AL,RNAV (GPS) RWY 36R,LPV,820,2400,225,3,55,Y,1,Y,,,86606
PTT,PRATT RGNL,PRATT,KS,RNAV (GPS) RWY 35,LPV,2203,1,250,3,40,N,1,N,N,,86607
SZY,ROBERT SIBLEY,SELMER,TN,RNAV (GPS) RWY 35,LPV,944,1 1/4,334,3,40,N,1,N,,,86608
GRN,GORDON MUNI,GORDON,NE,RNAV (GPS) RWY 22,LPV,3890,1 1/4,328,3,40,N,1,N,,,86609
RWF,REDWOOD FALLS MUNI,REDWOOD FALLS,MN,RNAV (GPS) RWY 30,LPV,1304,1,280,3,45,N,1,N,N,,86610
PHX,PHOENIX SKY HARBOR INTL,PHOENIX,AZ,RNAV (GPS) Y RWY 08,LPV,1394,1,276,3,54,Y,1,Y,,,86611
BED,LAURENCE G HANSCOM FLD,BEDFORD,MA,RNAV (GPS) Z RWY 29,LPV,328, 1/2,200,3,55,Y,1,Y,Y,,86612
LAA,LAMAR MUNI,LAMAR,CO,RNAV (GPS) RWY 18,LPV,3945,1,250,3,41,N,1,N,,,86613
7S0,RONAN,RONAN,MT,RNAV (GPS) RWY 34,LPV,3436,1 1/4,357,3,40,N,1,N,,,86614
SAW,SAWYER INTL,MARQUETTE,MI,RNAV (GPS) RWY 19,LPV,1404, 3/4,200,3,60,N,1,Y,Y,,86616
JVL,SOUTHERN WISCONSIN RGNL,JANESVILLE,WI,RNAV (GPS) RWY 14,LPV,1003, 3/4,200,3,60,N,1,Y,,,86617
IKG,KLEBERG COUNTY,KINGSVILLE,TX,RNAV (GPS) RWY 13,LPV,380, 3/4,250,3,42,N,1,N,N,,86618
CMH,JOHN GLENN COLUMBUS INTL,COLUMBUS,OH,RNAV (GPS) Y RWY 28R,LPV,1018,2400,205,3,50,Y,1,Y,,,86619
PBF,PINE BLUFF RGNL AIRPORT GRIDER FIELD,PINE BLUFF,AR,RNAV (GPS) RWY 36,LPV,459,1,250,3,52,N,1,Y,,,86620
GDV,DAWSON COMMUNITY,GLENDIVE,MT,RNAV (GPS) RWY 30,LPV,2706,1,250,3,52,N,1,N,,,86623
JWN,JOHN C TUNE,NASHVILLE,TN,RNAV (GPS) RWY 20,LPV,856,1 1/4,355,3,40,Y,1,Y,,,86625
OWA,OWATONNA DEGNER RGNL,OWATONNA,MN,RNAV (GPS) RWY 30,LPV,1345, 1/2,200,3,50,Y,1,Y,,,86627
K88,ALLEN COUNTY,IOLA,KS,RNAV (GPS) RWY 01,LPV,1255,1,250,3,55,N,1,N,N,,86628
7L2,LINTON MUNI,LINTON,ND,RNAV (GPS) RWY 27,LPV,2029,1,250,3,40,N,1,N,N,,86630
5M9,MARION-CRITTENDEN COUNTY,MARION,KY,RNAV (GPS) RWY 25,LPV,893, 7/8,250,3,40,N,1,N,N,,86631
LRD,LAREDO INTL,LAREDO,TX,RNAV (GPS) RWY 32,LPV,744, 3/4,250,3,50,N,1,Y,,,86633
GAM,GAMBELL,GAMBELL,AK,RNAV (GPS) RWY 16,LPV,279, 7/8,250,3,37,N,1,N,,,86635
51D,EDGELEY MUNI,EDGELEY,ND,RNAV (GPS) RWY 14,LPV,1946,1 1/8,345,3,40,N,1,N,,,86636
CPC,COLUMBUS COUNTY MUNI,WHITEVILLE,NC,RNAV (GPS) RWY 24,LPV,374,1,288,3,40,N,1,N,N,,86638
HHW,STAN STAMPER MUNI,HUGO,OK,RNAV (GPS) RWY 35,LPV,822,1,250,3,43,N,1,N,,,86639
PTU,PLATINUM,PLATINUM,AK,RNAV (GPS) RWY 14,LPV,268,1,250,3,40,N,1,N,N,,86640
PPQ,PITTSFIELD PENSTONE MUNI,PITTSFIELD,IL,RNAV (GPS) RWY 13 AMDT 1,LPV,960,1,250,3,32,N,1,N,N,,86642
CHS,CHARLESTON AFB/INTL,CHARLESTON,SC,RNAV (GPS) Y RWY 03,LPV,222, 3/4,201,3,50,N,1,Y,,,86699
LWT,LEWISTOWN MUNI,LEWISTON,MT,RNAV (GPS) RWY 08,LPV,4379, 3/4,250,3,51,N,1,N,,,86700
LUK,CINCINNATI MUNI AIRPORT LUNKEN FIELD,CINCINNATI,OH,RNAV (GPS) RWY 25,LPV,872,1 1/4,397,3,45,N,1,Y,,,86701
ENM,EMMONAK,EMMONAK,AK,RNAV (GPS) RWY 16,LPV,263,1,250,3,35,N,1,N,,,86702
GCK,GARDEN CITY RGNL,GARDEN CITY,KS,RNAV (GPS) RWY 30,LPV,3135,1,250,3,45,N,1,Y,,,86703
DTL,DETROIT LAKES-WETHING FIELD,DETROIT LAKES,MN,RNAV (GPS) RWY 31,LPV,1654,1,264,3,35,N,1,N,N,,86704
SRQ,SARASOTA/BRADENTON INTL,SARASOTA/BRADENTON,FL,RNAV (GPS) RWY 14,LPV,223, 1/2,200,3,53,Y,1,Y,,,86705
PTB,DINWIDDIE COUNTY,PETERSBURG,VA,RNAV (GPS) RWY 23,LPV,441,1,250,3,40,N,1,N,,,86706
TTF,CUSTER,MONROE,MI,RNAV (GPS) RWY 21,LPV,966,1 1/4,350,3,42,N,1,N,N,,86707
PNT,PONTIAC MUNI,PONTIAC,IL,RNAV (GPS) RWY 06,LPV,1040,1 1/2,383,3,40,N,1,N,,,86708
IAD,WASHINGTON DULLES INTL,WASHINGTON,DC,RNAV (GPS) RWY 19R,LPV,478,1800,200,3,55,Y,1,Y,,3-Feb,86709
UXL,SOUTHLAND FIELD,SULPHUR,LA,RNAV (GPS) RWY 15,LPV,309,1,299,3,40,N,1,N,N,,86711
BCB,VIRGINIA TECH/MONTGOMERY EXECUTIVE,BLACKSBURG,VA,RNAV (GPS) RWY 12,LPV,2363, 3/4,250,3,51,N,1,N,N,,86712
GRR,GERALD R FORD INTL,GRAND RAPIDS,MI,RNAV (GPS) RWY 26L,LPV,990,2400,200,3,55,Y,1,Y,,,86713
MLI,QUAD CITY INTL,MOLINE,IL,RNAV (GPS) RWY 31,LPV,1031,1 1/2,448,3,48,N,1,Y,,,86715
AVO,AVON PARK EXECUTIVE,AVON PARK,FL,RNAV (GPS) RWY 05,LPV,450,1,290,3,60,N,1,N,N,,86716
CSM,CLINTON-SHERMAN,CLINTON,OK,RNAV (GPS) RWY 17R,LPV,2122, 3/4,200,3,54,Y,1,Y,,,86717
PVJ,PAULS VALLEY MUNI,PAULS VALLEY,OK,RNAV (GPS) RWY 17,LPV,1171,1,200,3,55,N,1,N,,,86718
CXO,CONROE-NORTH HOUSTON RGNL,HOUSTON,TX,RNAV (GPS) RWY 01,LPV,521,1,286,3,49,N,1,Y,,,86719
HBG,HATTIESBURG BOBBY L CHAIN MUNI,HATTIESBURG,MS,RNAV (GPS) Y RWY 13,LPV,442,1,291,3,40,N,1,N,,,86720
8WC,WASHINGTON COUNTY,POTOSI,MO,RNAV (GPS) RWY 20,LPV,1241,1,295,3,40,N,1,N,,,86721
RSN,RUSTON RGNL,RUSTON,LA,RNAV (GPS) RWY 36,LPV,625,1,314,3,50,N,1,N,N,,86722
EUF,WEEDON FIELD,EUFAULA,AL,RNAV (GPS) RWY 18,LPV,597,1,314,3,40,N,1,N,N,,86723
F00,JONES FIELD,BONHAM,TX,RNAV (GPS) RWY 35,LPV,950,1 1/8,338,3,35,N,1,N,N,,86724
DQH,DOUGLAS MUNI,DOUGLAS,GA,RNAV (GPS) RWY 22,LPV,507, 3/4,250,3,40,N,1,Y,Y,,86725
OWI,OTTAWA MUNI,OTTAWA,KS,RNAV (GPS) RWY 17,LPV,1288,1 1/8,324,3,40,N,1,N,,,86726
PKB,MID-OHIO VALLEY RGNL,PARKERSBURG,WV,RNAV (GPS) RWY 21,LPV,1107, 3/4,250,3,56,N,1,Y,,,86727
IKK,GREATER KANKAKEE,KANKAKEE,IL,RNAV (GPS) RWY 34,LPV,867,1,250,3,37,N,1,Y,,,86731
IFA,IOWA FALLS MUNI,IOWA FALLS,IA,RNAV (GPS) RWY 31,LPV,1387,1,250,3,40,N,1,N,,,86732
HLC,HILL CITY MUNI,HILL CITY,KS,RNAV (GPS) RWY 18,LPV,2488,1,250,3,40,N,1,N,,,86733
OSH,WITTMAN RGNL,OSHKOSH,WI,RNAV (GPS) RWY 09,LPV,1055, 3/4,258,3,50,N,1,Y,,,86734
OLV,OLIVE BRANCH,OLIVE BRANCH,MS,RNAV (GPS) RWY 36,LPV,709,1,308,3,45,N,1,Y,,,86735
CTB,CUT BANK INTL,CUT BANK,MT,RNAV (GPS) RWY 05,LPV,4055,1,200,3,51,N,1,N,,,86737
PVC,PROVINCETOWN MUNI,PROVINCETOWN,MA,RNAV (GPS) RWY 07,LPV,208, 3/4,200,3,40,Y,1,Y,Y,,86738
WWD,CAPE MAY COUNTY,WILDWOOD,NJ,RNAV (GPS) RWY 28,LPV,665,2 1/2,646,3,57,N,1,N,,,86741
GRI,CENTRAL NEBRASKA RGNL,GRAND ISLAND,NE,RNAV (GPS) RWY 35,LPV,2097,2400,250,3,55,Y,1,Y,,,86779
CXY,CAPITAL CITY,HARRISBURG,PA,RNAV (GPS) RWY 26,LPV,846,1 3/4,499,3,56,N,1,Y,,,86800
SIK,SIKESTON MEMORIAL MUNI,SIKESTON,MO,RNAV (GPS) RWY 03,LPV,629,1,314,3,45,N,1,N,,,86801
CVG,CINCINNATI/NORTHERN KENTUCKY INTL,COVINGTON,KY,RNAV (GPS) Y RWY 18C,LPV,1075,1800,200,3,55,Y,1,Y,,,86803
PXE,PERRY-HOUSTON COUNTY,PERRY,GA,RNAV (GPS) RWY 36,LPV,745, 3/4,328,3,41,Y,1,Y,Y,,86805
VPZ,PORTER COUNTY RGNL,VALPARAISO,IN,RNAV (GPS) RWY 27,LPV,1020, 1/2,250,3,50,Y,1,Y,,,86806
DFW,DALLAS/FORT WORTH INTL,DALLAS-FORT WORTH,TX,RNAV (GPS) RWY 18L,LPV,802,1800,200,3,55,Y,1,Y,,,86807
GXY,GREELEY-WELD COUNTY,GREELEY,CO,RNAV (GPS) RWY 28,LPV,4850, 3/4,200,3,50,N,1,Y,,,86808
CVG,CINCINNATI/NORTHERN KENTUCKY INTL,COVINGTON,KY,RNAV (GPS) Y RWY 27,LPV,1075,2400,200,3,55,Y,1,Y,,,86809
ERI,ERIE INTL/TOM RIDGE FIELD,ERIE,PA,RNAV (GPS) RWY 24,LPV,987, 1/2,257,3,55,Y,1,Y,,,86812
HSP,INGALLS FIELD,HOT SPRINGS,VA,RNAV (GPS) RWY 07,LPV,4143,1 1/4,350,3,60,N,1,Y,,,86813
HNB,HUNTINGBURG,HUNTINGBURG,IN,RNAV (GPS) RWY 27,LPV,812,1,283,3,49,N,1,N,,,86815
LKR,LANCASTER COUNTY-MC WHIRTER FIELD,LANCASTER,SC,RNAV (GPS) RWY 06,LPV,670, 3/4,200,3,47,N,1,N,,,86816
RBE,ROCK COUNTY,BASSETT,NE,RNAV (GPS) RWY 13,LPV,2675,1 1/4,327,3,40,N,1,N,,,86817
MPZ,MOUNT PLEASANT MUNI,MOUNT PLEASANT,IA,RNAV (GPS) RWY 15,LPV,980,1,250,3,35,N,1,N,,,86819
MSN,DANE COUNTY RGNL-TRUAX FIELD,MADISON,WI,RNAV (GPS) RWY 14,LPV,1111, 3/4,250,3,55,N,1,Y,,,86821
6S8,LAUREL MUNI,LAUREL,MT,RNAV (GPS) RWY 22,LPV,3767,1,295,3,44,N,1,N,,,86822
RNV,CLEVELAND MUNI,CLEVELAND,MS,RNAV (GPS) RWY 36,LPV,390, 3/4,250,3,54,N,1,N,,,86823
MLI,QUAD CITY INTL,MOLINE,IL,RNAV (GPS) RWY 27,LPV,781,2400,200,3,52,Y,1,Y,,,86824
CEY,KYLE-OAKLEY FIELD,MURRAY,KY,RNAV (GPS) RWY 05,LPV,827, 7/8,250,3,40,N,1,N,,,86826
ELO,ELY MUNI,ELY,MN,RNAV (GPS) RWY 12,LPV,1643, 3/4,200,3,40,N,1,N,N,,86827
CWI,CLINTON MUNI,CLINTON,IA,RNAV (GPS) RWY 21,LPV,958,1,250,3,40,N,1,Y,,,86829
DPA,DUPAGE,CHICAGO/WEST CHICAGO,IL,RNAV (GPS) RWY 02L,LPV,954, 1/2,200,3,50,Y,1,Y,,,86830
4V1,SPANISH PEAKS AIRFIELD,WALSENBURG,CO,RNAV (GPS) RWY 27,LPV,6269,1,250,3,45,N,1,N,,,86831
PYX,PERRYTON OCHILTREE COUNTY,PERRYTON,TX,RNAV (GPS) RWY 17,LPV,3168, 7/8,250,3,40,N,1,N,,,86833
LMO,VANCE BRAND,LONGMONT,CO,RNAV (GPS) RWY 29,LPV,5322,1,291,3,35,N,1,N,N,,86834
WLD,STROTHER FIELD,WINFIELD/ARKANSAS CITY,KS,RNAV (GPS) RWY 17,LPV,1408, 7/8,250,3,40,N,1,N,N,,86836
3H4,HILLSBORO MUNI,HILLSBORO,ND,RNAV (GPS) RWY 16,LPV,1222,1,316,3,45,N,1,N,,,86837
3K8,COMANCHE COUNTY,COLDWATER,KS,RNAV (GPS) RWY 35,LPV,2443,1 1/4,361,3,40,N,1,N,,,86839
K79,JETMORE MUNI,JETMORE,KS,RNAV (GPS) RWY 35,LPV,2767,1,300,3,40,N,1,N,,,86840
TUS,TUCSON INTL,TUCSON,AZ,RNAV (GPS) Z RWY 29R,LPV,2929,1,286,3,53,N,1,Y,,,86899
MIV,MILLVILLE MUNI,MILLVILLE,NJ,RNAV (GPS) RWY 32,LPV,381,1,299,3,60,N,1,Y,,,86900
RCE,CLARENCE E PAGE MUNI,OKLAHOMA CITY,OK,RNAV (GPS) RWY 35L,LPV,1651,1,301,3,41,N,1,N,,,86901
HQM,BOWERMAN,HOQUIAM,WA,RNAV (GPS) RWY 24,LPV,216, 3/4,200,3,55,Y,1,Y,,,86902
MIA,MIAMI INTL,MIAMI,FL,RNAV (GPS) RWY 26R,LPV,265, 3/4,257,3,60,N,1,Y,,,86903
UDG,DARLINGTON COUNTY,DARLINGTON,SC,RNAV (GPS) RWY 23,LPV,479,1,294,3,40,N,1,N,,,86904
ESN,EASTON/NEWNAM FIELD,EASTON,MD,RNAV (GPS) RWY 04,LPV,258, 3/4,200,3,44,Y,1,Y,,,86905
GPC,PUTNAM COUNTY RGNL,GREENCASTLE,IN,RNAV (GPS) RWY 18,LPV,1107, 7/8,265,3,30,N,1,N,,,86906
GAL,EDWARD G PITKA SR,GALENA,AK,RNAV (GPS) RWY 08,LPV,402,1,250,3,42,N,1,N,,,86907
SYM,MOREHEAD-ROWAN COUNTY CLYDE A THOMAS RGNL,MOREHEAD,KY,RNAV (GPS) RWY 02,LPV,1228, 3/4,200,3,40,N,1,N,,,86909
SEA,SEATTLE-TACOMA INTL,SEATTLE,WA,RNAV (GPS) Y RWY 16R,LPV,615,1800,200,3,55,Y,1,Y,,3-Feb,86910
HGR,HAGERSTOWN RGNL-RICHARD A HENSON FLD,HAGERSTOWN,MD,RNAV (GPS) RWY 27,LPV,901, 1/2,200,3,55,Y,1,Y,,,86911
BEH,SOUTHWEST MICHIGAN RGNL,BENTON HARBOR,MI,RNAV (GPS) RWY 10,LPV,881, 7/8,250,3,35,N,1,Y,,,86912
NEW,LAKEFRONT,NEW ORLEANS,LA,RNAV (GPS) RWY 36L,LPV,340,1 1/8,332,3,50,N,1,Y,,,86913
DAY,JAMES M COX DAYTON INTL,DAYTON,OH,RNAV (GPS) RWY 18,LPV,1196,2400,200,3,55,Y,1,Y,,,86914
BRW,WILEY POST-WILL ROGERS MEMORIAL,BARROW,AK,RNAV (GPS) RWY 07,LPV,302,2400,250,3,57,Y,1,Y,Y,,86915
WYS,YELLOWSTONE,WEST YELLOWSTONE,MT,RNAV (GPS) RWY 01,LPV,6849, 1/2,200,3,50,Y,1,Y,,,86916
