FAA ID,AIRPORT NAME,LOCATION,ST,PROCEDURE NAME,LPV or LP,DA OR MDA,VIS,HAT,GPA,TCH,ILS to Rwy (Y/N),Rwy End Cntr,ILS @ Arpt (Y/N),ILS Arpt Cntr (Y/N),ILS CAT II or III,WAAS CHANNEL #
HDC,HAMMOND NORTHSHORE RGNL,HAMMOND,LA,RNAV (GPS) RWY 18,LPV,244, 1/2,200,3,52,Y,1,Y,,,45818
FZI,FOSTORIA METROPOLITAN,FOSTORIA,OH,RNAV (GPS) RWY 27,LPV,1002,1,250,3,40,N,1,N,N,,45819
GGP,LOGANSPORT/CASS COUNTY,LOGANSPORT,IN,RNAV (GPS) RWY 09,LPV,991,1,255,3,40,N,1,N,N,,45820
6K3,CREIGHTON MUNI,CREIGHTON,NE,RNAV (GPS) RWY 31,LPV,2023,1 1/4,379,3,40,N,1,N,N,,45821
BEH,SOUTHWEST MICHIGAN RGNL,BENTON HARBOR,MI,RNAV (GPS) RWY 28,LPV,849, 1/2,200,3,45,Y,1,Y,Y,,45822
IYA,ABBEVILLE CHRIS CRUSTA MEMORIAL,ABBEVILLE,LA,RNAV (GPS) RWY 34,LPV,298,1,283,3,50,N,1,N,N,,45823
WBW,WILKES-BARRE WYOMING VALLEY,WILKES-BARRE,PA,RNAV (GPS) RWY 25,LPV,980,1 1/2,438,3,40,N,1,N,,,45824
ARG,WALNUT RIDGE RGNL,WALNUT RIDGE,AR,RNAV (GPS) RWY 36,LPV,474,1,200,3,45,N,1,N,N,,45825
SHL,SHELDON MUNI,SHELDON,IA,RNAV (GPS) RWY 15,LPV,1669,1,250,3,40,N,1,N,N,,45828
CRQ,MC CLELLAN-PALOMAR,CARLSBAD,CA,RNAV (GPS) X RWY 24,LPV,528,4000,202,3.2,54,Y,1,Y,,,45831
3N8,MAHNOMEN COUNTY,MAHNOMEN,MN,RNAV (GPS) RWY 17,LPV,1496,1,250,3,40,N,1,N,N,,45832
2R2,HENDRICKS COUNTY-GORDON GRAHAM FLD,INDIANAPOLIS,IN,RNAV (GPS) RWY 36,LPV,1168, 7/8,284,3,45,N,1,N,N,,45833
PRC,ERNEST A LOVE FIELD,PRESCOTT,AZ,RNAV (GPS) Y RWY 03R,LPV,5311,1,289,3.13,60,N,1,Y,,,45835
MAO,MARION COUNTY,MARION,SC,RNAV (GPS) RWY 22,LPV,396,1,306,3,39,N,1,N,,,45836
CAV,CLARION MUNI,CLARION,IA,RNAV (GPS) RWY 14,LPV,1405,1,250,3,40,N,1,N,N,,45837
ANI,ANIAK,ANIAK,AK,RNAV (GPS) RWY 11,LPV,346,1,250,3,52,Y,1,Y,Y,,45838
SYF,CHEYENNE COUNTY MUNI,ST FRANCIS,KS,RNAV (GPS) RWY 32,LPV,3680,1,250,3,50,N,1,N,N,,45839
MVI,MONTE VISTA MUNI,MONTE VISTA,CO,RNAV (GPS) RWY 20,LPV,7984,1,284,3,40,N,1,N,N,,45840
CBF,COUNCIL BLUFFS MUNI,COUNCIL BLUFFS,IA,RNAV (GPS) RWY 14,LPV,1495, 3/4,250,3,40,N,1,Y,,,45841
ILM,WILMINGTON INTL,WILMINGTON,NC,RNAV (GPS) RWY 24,LPV,226,2400,200,3,52,Y,1,Y,Y,,45899
EVB,NEW SMYRNA BEACH MUNI,NEW SMYRNA BEACH,FL,RNAV (GPS) RWY 02,LPV,336,1 1/4,327,3,40,N,1,N,N,,45900
HIG,HIGGINSVILLE INDUSTRIAL MUNI,HIGGINSVILLE,MO,RNAV (GPS) RWY 34,LPV,1144,1 1/4,318,3,39,N,1,N,N,,45901
LAF,PURDUE UNIVERSITY,LAFAYETTE,IN,RNAV (GPS) RWY 10,LPV,877, 1/2,276,3,53,Y,1,Y,Y,,45902
LFT,LAFAYETTE RGNL/PAUL FOURNET FIELD,LAFAYETTE,LA,RNAV (GPS) RWY 04R,LPV,317, 7/8,277,3,49,Y,1,Y,,,45903
HRJ,HARNETT RGNL JETPORT,ERWIN,NC,RNAV (GPS) RWY 23,LPV,551,1 1/4,349,3,40,N,1,N,N,,45904
PGD,PUNTA GORDA,PUNTA GORDA,FL,RNAV (GPS) RWY 22,LPV,226, 3/4,200,3,40,N,1,Y,Y,,45905
CLT,CHARLOTTE/DOUGLAS INTL,CHARLOTTE,NC,RNAV (GPS) Y RWY 23,LPV,947,4000,200,3,58,Y,1,Y,Y,,45906
PMH,GREATER PORTSMOUTH RGNL,PORTSMOUTH,OH,RNAV (GPS) RWY 18,LPV,1010,1 1/4,347,3,40,N,1,N,N,,45907
DNS,DENISON MUNI,DENISON,IA,RNAV (GPS) RWY 30,LPV,1551,1,285,3,40,N,1,N,N,,45908
GNG,GOODING MUNI,GOODING,ID,RNAV (GPS) RWY 25,LPV,4006,1,274,3,40,N,1,N,N,,45909
ILI,ILIAMNA,ILIAMNA,AK,RNAV (GPS) RWY 26,LPV,424,1,250,3,35,N,1,N,N,,45910
I63,MOUNT STERLING MUNI,MOUNT STERLING,IL,RNAV (GPS) RWY 18,LPV,1066,1 1/4,332,3,40,N,1,N,N,,45912
SHV,SHREVEPORT RGNL,SHREVEPORT,LA,RNAV (GPS) RWY 14,LPV,458,1800,200,3,50,Y,1,Y,Y,,45913
CWV,CLAXTON-EVANS COUNTY,CLAXTON,GA,RNAV (GPS) RWY 09,LPV,472,1 1/4,360,3,33,N,1,N,N,,45914
BGE,DECATUR COUNTY INDUSTRIAL AIR PARK,BAINBRIDGE,GA,RNAV (GPS) RWY 09,LPV,427,1,286,3,40,N,1,Y,,,45915
EDC,AUSTIN EXECUTIVE,AUSTIN,TX,RNAV (GPS) RWY 31,LPV,812, 3/4,200,3,40,N,1,N,N,,45916
RKP,ARANSAS CO,ROCKPORT,TX,RNAV (GPS) RWY 32,LPV,274,1,250,3,40,N,1,N,N,,45917
HBV,JIM HOGG COUNTY,HEBBRONVILLE,TX,RNAV (GPS) RWY 13,LPV,911,1,250,3,39,N,1,N,N,,45918
DPA,DUPAGE,CHICAGO/WEST CHICAGO,IL,RNAV (GPS) RWY 20R,LPV,1043, 7/8,286,3,40,N,1,Y,,,45921
50R,LOCKHART MUNI,LOCKHART,TX,RNAV (GPS) RWY 18,LPV,815,1,283,3,40,N,1,N,N,,45922
SFB,ORLANDO SANFORD INTL,ORLANDO,FL,RNAV (GPS) RWY 18,LPV,248, 3/4,200,3,45,N,1,Y,Y,,45923
BOS,GENERAL EDWARD LAWRENCE LOGAN INTL,BOSTON,MA,RNAV (GPS) RWY 22L,LPV,216,4000,200,3,55,Y,1,Y,,,45925
JQD,OHIO COUNTY,HARTFORD,KY,RNAV (GPS) RWY 03,LPV,780, 7/8,250,3,40,N,1,N,N,,45926
OME,NOME,NOME,AK,RNAV (GPS) RWY 28,LPV,272,4000,250,3,51,Y,1,Y,,,45927
KSM,ST MARY'S,ST MARY'S,AK,RNAV (GPS) RWY 17,LPV,552, 3/4,250,3,51,N,1,N,N,,45928
VVS,JOSEPH A HARDY CONNELLSVILLE,CONNELLSVILLE,PA,RNAV (GPS) RWY 05,LPV,1504,1,250,3,41,N,1,N,N,,45929
OTG,WORTHINGTON MUNI,WORTHINGTON,MN,RNAV (GPS) RWY 29,LPV,1770, 1/2,200,3,53,Y,1,Y,Y,,45930
BEC,BEECH FACTORY,WICHITA,KS,RNAV (GPS) RWY 19,LPV,1659, 3/4,250,3,45,N,1,N,N,,45931
HCO,HALLOCK MUNI,HALLOCK,MN,RNAV (GPS) RWY 31,LPV,1070,1,250,3,40,N,1,N,,,45933
51D,EDGELEY MUNI,EDGELEY,ND,RNAV (GPS) RWY 32,LPV,1895,1,295,3,40,N,1,N,N,,45936
CSB,CAMBRIDGE MUNI,CAMBRIDGE,NE,RNAV (GPS) RWY 15,LPV,2736,1 1/8,322,3,40,N,1,N,N,,45938
REG,LOUISIANA RGNL,GONZALES,LA,RNAV (GPS) RWY 35,LPV,264, 3/4,250,3,50,N,1,N,N,,45940
49A,GILMER COUNTY,ELLIJAY,GA,RNAV (GPS) RWY 03,LPV,1731,1,250,3,51,N,1,N,,,45941
BLI,BELLINGHAM INTL,BELLINGHAM,WA,RNAV (GPS) Y RWY 16,LPV,363,2400,200,3,51,Y,1,Y,Y,,45999
ATL,HARTSFIELD - JACKSON ATLANTA INTL,ATLANTA,GA,RNAV (GPS) RWY 08R,LPV,1282,4000,258,3,53,Y,1,Y,,,48800
ATL,HARTSFIELD - JACKSON ATLANTA INTL,ATLANTA,GA,RNAV (GPS) PRM RWY 08R (SIMULTANEOUS CLOSE PARALLEL),LPV,1282,4000,258,3,53,Y,,Y,,,48800
GEG,SPOKANE INTL,SPOKANE,WA,RNAV (GPS) Y RWY 08,LPV,2576, 3/4,200,3,60,N,1,Y,Y,,48801
TYS,MC GHEE TYSON,KNOXVILLE,TN,RNAV (GPS) RWY 05L,LPV,1153,2400,200,3,57,Y,1,Y,Y,,48802
SFO,SAN FRANCISCO INTL,SAN FRANCISCO,CA,RNAV (GPS) Z RWY 28R,LPV,213,1800,200,3,55,Y,1,Y,Y,3-Feb,48803
MVY,MARTHA'S VINEYARD,VINEYARD HAVEN,MA,RNAV (GPS) RWY 24,LPV,263,2400,200,3,51,Y,1,Y,,,48804
LXT,LEE'S SUMMIT MUNI,LEE'S SUMMIT,MO,RNAV (GPS) RWY 36,LPV,1306, 7/8,309,3,45,N,1,N,N,,48805
PGD,PUNTA GORDA,PUNTA GORDA,FL,RNAV (GPS) RWY 04,LPV,224, 3/4,200,3,50,Y,1,Y,,,48807
BWI,BALTIMORE/WASHINGTON INTL THURGOOD MARSHALL,BALTIMORE,MD,RNAV (GPS) Y RWY 28,LPV,343,2400,200,3,55,Y,1,Y,,,48808
RCR,FULTON COUNTY,ROCHESTER,IN,RNAV (GPS) RWY 29,LPV,1127,1 1/4,337,3,45,N,1,N,N,,48809
SFB,ORLANDO SANFORD INTL,ORLANDO,FL,RNAV (GPS) RWY 09R,LPV,239, 1/2,200,3,45,Y,1,Y,,,48810
RMG,RICHARD B RUSSELL REGIONAL - J H TOWERS FIELD,ROME,GA,RNAV (GPS) RWY 19,LPV,1005,1 1/4,371,3,45,N,1,Y,,,48811
MBT,MURFREESBORO MUNI,MURFREESBORO,TN,RNAV (GPS) RWY 18,LPV,859, 3/4,250,3,40,N,1,N,N,,48812
RDU,RALEIGH-DURHAM INTL,RALEIGH/DURHAM,NC,RNAV (GPS) Y RWY 05L,LPV,595,2400,211,3,57,Y,1,Y,,,48813
9A3,CHUATHBALUK,CHUATHBALUK,AK,RNAV (GPS) RWY 09,LPV,652,1 1/2,408,3,40,N,1,N,N,,48814
ABY,SOUTHWEST GEORGIA RGNL,ALBANY,GA,RNAV (GPS) RWY 16,LPV,534,1 1/4,338,3,52,N,1,Y,Y,,48815
HVR,HAVRE CITY-COUNTY,HAVRE,MT,RNAV (GPS) RWY 26,LPV,2836,1,250,3,38,N,1,N,N,,48816
PHT,HENRY COUNTY,PARIS,TN,RNAV (GPS) RWY 02,LPV,780, 3/4,200,3,41,N,1,N,,,48817
HZE,MERCER COUNTY RGNL,HAZEN,ND,RNAV (GPS) RWY 14,LPV,2165,1 1/4,378,3,45,N,1,N,N,,48818
JNX,JOHNSTON REGIONAL,SMITHFIELD,NC,RNAV (GPS) RWY 03,LPV,397, 1/2,250,3,45,Y,1,Y,Y,,48819
HDO,SOUTH TEXAS RGNL AT HONDO,HONDO,TX,RNAV (GPS) RWY 35R,LPV,1170,1,253,3,45,N,1,N,N,,48820
ARR,AURORA MUNI,CHICAGO/AURORA,IL,RNAV (GPS) RWY 27,LPV,907, 3/4,200,3,45,N,1,Y,,,48822
LNS,LANCASTER,LANCASTER,PA,RNAV (GPS) RWY 31,LPV,653,1,250,3,37,N,1,Y,,,48823
9A4,COURTLAND,COURTLAND,AL,RNAV (GPS) RWY 31,LPV,772, 3/4,200,3,40,N,1,N,N,,48830
MEI,KEY FIELD,MERIDIAN,MS,RNAV (GPS) RWY 22,LPV,562,1,264,3,52,N,1,Y,,,48833
BRL,SOUTHEAST IOWA RGNL,BURLINGTON,IA,RNAV (GPS) RWY 12,LPV,942,1,250,3,39,N,1,Y,,,48834
BYG,JOHNSON COUNTY,BUFFALO,WY,RNAV (GPS) RWY 31,LPV,5155, 3/4,250,3,51,N,1,N,N,,48835
BUY,BURLINGTON-ALAMANCE RGNL,BURLINGTON,NC,RNAV (GPS) RWY 24,LPV,982,1 1/4,390,3.1,60,N,1,Y,,,48836
MKE,GENERAL MITCHELL INTL,MILWAUKEE,WI,RNAV (GPS) RWY 31,LPV,948, 7/8,278,3,55,N,1,Y,,,48842
LKU,LOUISA COUNTY/FREEMAN FIELD,LOUISA,VA,RNAV (GPS) RWY 9 AMDT 4,LPV,739, 3/4,250,3,40,N,1,N,N,,48843
TOL,TOLEDO EXPRESS,TOLEDO,OH,RNAV (GPS) RWY 25,LPV,878,2400,200,3,52,Y,1,Y,Y,,48899
FSO,FRANKLIN COUNTY STATE,HIGHGATE,VT,RNAV (GPS) RWY 01,LPV,512,1,284,3.4,59,N,1,N,,,48900
FLL,FORT LAUDERDALE/HOLLYWOOD INTL,FORT LAUDERDALE,FL,RNAV (GPS) Z RWY 10L,LPV,257,4000,250,3,48,Y,1,Y,Y,,48902
SER,FREEMAN MUNI,SEYMOUR,IN,RNAV (GPS) RWY 23,LPV,830, 3/4,250,3,40,N,1,N,N,,48903
ORD,CHICAGO O'HARE INTL,CHICAGO,IL,RNAV (GPS) RWY 10L,LPV,872,1800,200,3,56,Y,1,Y,,3-Feb,48904
LXT,LEE'S SUMMIT MUNI,LEE'S SUMMIT,MO,RNAV (GPS) RWY 29,LPV,1254, 3/4,250,3,40,N,1,N,,,48905
TCL,TUSCALOOSA RGNL,TUSCALOOSA,AL,RNAV (GPS) RWY 04,LPV,409, 3/4,250,3,45,Y,1,Y,Y,,48906
AHQ,WAHOO MUNI,WAHOO,NE,RNAV (GPS) RWY 20,LPV,1507,1,283,3,52,N,1,N,N,,48907
27K,GEORGETOWN-SCOTT COUNTY RGNL,GEORGETOWN,KY,RNAV (GPS) Z RWY 21,LPV,1147, 3/4,200,3,30,N,1,N,N,,48909
MVN,MOUNT VERNON,MOUNT VERNON,IL,RNAV (GPS) RWY 05,LPV,802,1 1/4,332,3,55,N,1,Y,Y,,48910
MPO,POCONO MOUNTAINS MUNI,MOUNT POCONO,PA,RNAV (GPS) RWY 13,LPV,2271,1 1/4,386,3,40,N,1,N,N,,48911
SBY,SALISBURY-OCEAN CITY WICOMICO RGNL,SALISBURY,MD,RNAV (GPS) RWY 32,LPV,253, 1/2,200,3,54,Y,1,Y,Y,,48912
MPE,PHILADELPHIA MUNI,PHILADELPHIA,MS,RNAV (GPS) RWY 36,LPV,1107,2 1/4,649,3,42,N,1,N,N,,48915
RBW,LOWCOUNTRY RGNL,WALTERBORO,SC,RNAV (GPS) RWY 35,LPV,398,1,303,3,40,N,1,Y,Y,,48916
AXN,CHANDLER FIELD,ALEXANDRIA,MN,RNAV (GPS) RWY 22,LPV,1677,1,253,3,50,N,1,Y,Y,,48917
DUA,DURANT RGNL - EAKER FIELD,DURANT,OK,RNAV (GPS) RWY 35,LPV,940, 3/4,250,3,48,N,1,N,N,,48918
FXE,FORT LAUDERDALE EXECUTIVE,FORT LAUDERDALE,FL,RNAV (GPS) RWY 09,LPV,213, 1/2,200,3,55,Y,1,Y,Y,,48919
GLD,RENNER FLD /GOODLAND MUNI/,GOODLAND,KS,RNAV (GPS) RWY 30,LPV,3854, 1/2,200,3,55,Y,1,Y,Y,,48920
UCY,EVERETT-STEWART RGNL,UNION CITY,TN,RNAV (GPS) RWY 19,LPV,570, 7/8,250,3,40,N,1,Y,Y,,48922
DTS,DESTIN EXECUTIVE,DESTIN,FL,RNAV (GPS) RWY 14,LPV,272,1,250,3,43,N,1,N,,,48923
PYP,CENTRE-PIEDMONT-CHEROKEE COUNTY RGNL,CENTRE,AL,RNAV (GPS) RWY 07,LPV,895,1,311,3,40,N,1,N,N,,48927
LGA,LAGUARDIA,NEW YORK,NY,RNAV (GPS) RWY 31,LPV,330,5000,323,3.1,50,N,1,Y,Y,,48928
CHK,CHICKASHA MUNI,CHICKASHA,OK,RNAV (GPS) RWY 36,LPV,1390, 3/4,250,3,55,N,1,N,N,,48930
87I,YAZOO COUNTY,YAZOO CITY,MS,RNAV (GPS) RWY 17,LPV,460,1 1/4,356,3,35,N,1,N,N,,48931
PAH,BARKLEY RGNL,PADUCAH,KY,RNAV (GPS) RWY 14,LPV,716,1,323,3,60,N,1,Y,Y,,48933
MIW,MARSHALLTOWN MUNI,MARSHALLTOWN,IA,RNAV (GPS) RWY 31,LPV,1223,1,250,3,37,N,1,N,N,,48936
GYL,GLENCOE MUNI,GLENCOE,MN,RNAV (GPS) RWY 31,LPV,1242, 7/8,250,3,40,N,1,N,N,,48937
RIC,RICHMOND INTL,RICHMOND,VA,RNAV (GPS) RWY 25,LPV,421,5000,261,3,52,N,1,Y,Y,,48939
RKD,KNOX COUNTY RGNL,ROCKLAND,ME,RNAV (GPS) RWY 13,LPV,254, 1/2,200,3,51,Y,1,Y,,,48940
ALO,WATERLOO RGNL,WATERLOO,IA,RNAV (GPS) RWY 36,LPV,1069, 3/4,200,3,40,N,1,Y,,,48942
CMH,JOHN GLENN COLUMBUS INTL,COLUMBUS,OH,RNAV (GPS) Y RWY 28L,LPV,1015,1800,200,3,52,Y,1,Y,,,48999
HYR,SAWYER COUNTY,HAYWARD,WI,RNAV (GPS) RWY 21,LPV,1518, 3/4,302,3,42,N,1,N,N,,49000
PAH,BARKLEY RGNL,PADUCAH,KY,RNAV (GPS) RWY 22,LPV,677,1,276,3,50,N,1,Y,,,49001
EVY,SUMMIT,MIDDLETOWN,DE,RNAV (GPS) RWY 17,LPV,541,1 1/2,471,3.5,56,N,1,N,,,49002
LXN,JIM KELLY FIELD,LEXINGTON,NE,RNAV (GPS) RWY 32,LPV,2693,1,285,3,40,N,1,N,N,,49003
TME,HOUSTON EXECUTIVE,HOUSTON,TX,RNAV (GPS) RWY 18,LPV,416,1,250,3,40,N,1,N,N,,49004
JEF,JEFFERSON CITY MEMORIAL,JEFFERSON CITY,MO,RNAV (GPS) RWY 12,LPV,951,1 1/2,404,3,45,N,1,Y,Y,,49005
MSY,LOUIS ARMSTRONG NEW ORLEANS INTL,NEW ORLEANS,LA,RNAV (GPS) Y RWY 29,LPV,202,2400,200,3,52,Y,1,Y,,,49006
LAX,LOS ANGELES INTL,LOS ANGELES,CA,RNAV (GPS) Y RWY 25R,LPV,304,2400,200,3,54,Y,1,Y,,,49007
ONX,CURRITUCK COUNTY RGNL,CURRITUCK,NC,RNAV (GPS) RWY 05,LPV,343,1 1/4,325,3,45,N,1,N,N,,49008
OAJ,ALBERT J ELLIS,JACKSONVILLE,NC,RNAV (GPS) RWY 05,LPV,289, 1/2,200,3,55,Y,1,Y,Y,,49009
MBS,MBS INTL,SAGINAW,MI,RNAV (GPS) RWY 23,LPV,861,2400,200,3,54,Y,1,Y,Y,,49010
HGR,HAGERSTOWN RGNL-RICHARD A HENSON FLD,HAGERSTOWN,MD,RNAV (GPS) RWY 09,LPV,895, 3/4,200,3,55,Y,1,Y,Y,,49011
BNA,NASHVILLE INTL,NASHVILLE,TN,RNAV (GPS) Y RWY 20L,LPV,751,2400,200,3,47,Y,1,Y,,,49013
ENW,KENOSHA RGNL,KENOSHA,WI,RNAV (GPS) RWY 25R,LPV,982,1,250,3,45,N,1,Y,Y,,49014
ILG,NEW CASTLE,WILMINGTON,DE,RNAV (GPS) RWY 09,LPV,394,1,314,3,55,N,1,Y,Y,,49015
MYL,MC CALL MUNI,MC CALL,ID,RNAV (GPS) RWY 34,LPV,5318, 7/8,306,3.5,40,N,1,N,N,,49016
FVX,FARMVILLE RGNL,FARMVILLE,VA,RNAV (GPS) RWY 03,LPV,720,1,310,3,56,N,1,N,N,,49017
DYB,SUMMERVILLE,SUMMERVILLE,SC,RNAV (GPS) RWY 06,LPV,253, 3/4,200,3,40,N,1,N,N,,49018
40J,PERRY-FOLEY,PERRY,FL,RNAV (GPS) RWY 18,LPV,356,1,313,3.2,60,N,1,N,N,,49019
ROS,RUSH CITY RGNL,RUSH CITY,MN,RNAV (GPS) RWY 34,LPV,1183,1,264,3,40,N,1,N,N,,49020
JFX,WALKER COUNTY-BEVILL FIELD,JASPER,AL,RNAV (GPS) RWY 27,LPV,781,1,308,3,44,Y,1,Y,Y,,49025
OVE,OROVILLE MUNI,OROVILLE,CA,RNAV (GPS) RWY 02,LPV,432, 7/8,250,3,40,N,1,N,N,,49026
ANY,ANTHONY MUNI,ANTHONY,KS,RNAV (GPS) RWY 18,LPV,1691,1 1/8,350,3,44,N,1,N,,,49027
RST,ROCHESTER INTL,ROCHESTER,MN,RNAV (GPS) RWY 31,LPV,1504,1800,200,3,56,Y,1,Y,Y,2,49028
4U6,CIRCLE TOWN COUNTY,CIRCLE,MT,RNAV (GPS) RWY 30,LPV,2982,1 7/8,541,3,40,N,1,N,N,,49030
Y19,MANDAN MUNI,MANDAN,ND,RNAV (GPS) RWY 13,LPV,2192, 3/4,250,3,55,N,1,N,N,,49031
MOX,MORRIS MUNI - CHARLIE SCHMIDT FLD,MORRIS,MN,RNAV (GPS) RWY 14,LPV,1378,1,250,3,44,N,1,N,N,,49032
POV,PORTAGE COUNTY,REVENNA,OH,RNAV (GPS) RWY 27,LPV,1471,1,273,3,43,N,1,N,N,,49035
HTO,EAST HAMPTON,EAST HAMPTON,NY,RNAV (GPS) Z RWY 28,LPV,350,1,304,3.58,60,N,,N,,,49037
TCY,TRACY MUNI,TRACY,CA,RNAV (GPS) RWY 26,LPV,436, 7/8,250,3,40,N,1,N,N,,49040
HEE,THOMPSON-ROBBINS,HELENA/WEST HELENA,AR,RNAV (GPS) RWY 35,LPV,537,1,297,3,45,N,1,N,N,,49041
CVG,CINCINNATI/NORTHERN KENTUCKY INTL,COVINGTON,KY,RNAV (GPS) Y RWY 36L,LPV,1073,1800,200,3,55,Y,1,Y,,2,49099
TPA,TAMPA INTL,TAMPA,FL,RNAV (GPS) Z RWY 19L,LPV,226,2400,200,3,51,Y,1,Y,,2,49100
ELZ,WELLSVILLE MUNI ARPT -TARANTINE FLD,WELLSVILLE,NY,RNAV (GPS) RWY 28,LPV,2311, 3/4,200,3.02,52,N,1,N,N,,49102
SCC,DEADHORSE,DEADHORSE,AK,RNAV (GPS) Z RWY 06,LPV,267,2400,200,3,58,Y,1,Y,Y,,49103
RRL,MERRILL MUNI,MERRILL,WI,RNAV (GPS) RWY 25,LPV,1640,1 1/4,329,3,40,N,1,N,N,,49104
ARR,AURORA MUNI,CHICAGO/AURORA,IL,RNAV (GPS) RWY 33,LPV,1042, 3/4,337,3,48,Y,1,Y,,,49105
CDB,COLD BAY,COLD BAY,AK,RNAV (GPS) RWY 33,LPV,294,1,200,3,55,N,1,Y,,,49106
MEM,MEMPHIS INTL,MEMPHIS,TN,RNAV (GPS) RWY 36R,LPV,639,2400,304,3,58,Y,1,Y,,3-Feb,49107
BBD,CURTIS FIELD,BRADY,TX,RNAV (GPS) RWY 35,LPV,2073,1,250,3,48,N,1,N,N,,49108
RSV,CRAWFORD CO,ROBINSON,IL,RNAV (GPS) RWY 09,LPV,805,1 1/8,344,3,40,N,1,N,N,,49109
HII,LAKE HAVASU CITY,LAKE HAVASU CITY,AZ,RNAV (GPS) RWY 32,LPV,1265,1 3/4,482,3,50,N,1,N,,,49110
BBG,BRANSON,BRANSON,MO,RNAV (GPS) RWY 14,LPV,1525,1,250,3,51,N,1,Y,Y,,49111
COS,CITY OF COLORADO SPRINGS MUNI,COLORADO SPRINGS,CO,RNAV (GPS) Y RWY 35L,LPV,6275,2400,200,3,55,Y,1,Y,,,49112
JYR,YORK MUNI,YORK,NE,RNAV (GPS) RWY 35,LPV,1920, 3/4,250,3,45,N,1,N,N,,49113
ARV,LAKELAND/NOBLE F LEE MEMORIAL FIELD,MINOCQUA-WOODRUFF,WI,RNAV (GPS) RWY 36,LPV,1948,1,321,3,45,N,1,N,N,,49115
OWB,OWENSBORO-DAVIESS COUNTY RGNL,OWENSBORO,KY,RNAV (GPS) RWY 24,LPV,653, 3/4,250,3,45,N,1,Y,,,49116
VUJ,STANLY COUNTY,ALBEMARLE,NC,RNAV (GPS) RWY 04R,LPV,876,1,267,3,39,N,1,Y,Y,,49117
DHN,DOTHAN RGNL,DOTHAN,AL,RNAV (GPS) RWY 18,LPV,643, 3/4,250,3,45,N,1,Y,Y,,49118
ICT,WICHITA DWIGHT D EISENHOWER NATIONAL,WICHITA,KS,RNAV (GPS) Y RWY 19L,LPV,1520, 1/2,200,3,54,Y,1,Y,Y,,49119
ISP,LONG ISLAND MAC ARTHUR,NEW YORK,NY,RNAV (GPS) RWY 33L,LPV,339,8-Jul,250,3,45,N,1,Y,Y,,49120
AJR,HABERSHAM COUNTY,CORNELIA,GA,RNAV (GPS) RWY 24,LPV,1852,1 3/8,404,3,53,N,1,N,N,,49121
O69,PETALUMA MUNI,PETALUMA,CA,RNAV (GPS) RWY 29,LPV,356, 7/8,270,3,55,N,1,N,N,,49124
SWW,AVENGER FIELD,SWEETWATER,TX,RNAV (GPS) RWY 22,LPV,2587,1,250,3,40,N,1,N,,,49125
DEC,DECATUR,DECATUR,IL,RNAV (GPS) RWY 30,LPV,879,1,200,3,51,N,1,Y,,,49127
SKI,SAC CITY MUNI,SAC CITY,IA,RNAV (GPS) RWY 18,LPV,1553,1,307,3,40,N,1,N,N,,49128
CIN,ARTHUR N NEU,CARROLL,IA,RNAV (GPS) RWY 31,LPV,1453,1,250,3,40,N,1,N,N,,49130
AIG,LANGLADE COUNTY,ANTIGO,WI,RNAV (GPS) RWY 17,LPV,1772,1,250,3,40,N,1,N,,,49131
GLY,CLINTON RGNL,CLINTON,MO,RNAV (GPS) RWY 22,LPV,1115,1,292,3.5,51,N,1,N,N,,49132
0M0,BILLY FREE MUNI,DUMAS,AR,RNAV (GPS) RWY 36,LPV,480,1,317,3,40,N,1,N,N,,49133
K81,MIAMI COUNTY,PAOLA,KS,RNAV (GPS) RWY 03,LPV,1282,1,343,3,40,N,1,N,N,,49134
ADF,DEXTER B FLORENCE MEMORIAL FIELD,ARKADELPHIA,AR,RNAV (GPS) RWY 04,LPV,429,1,250,3,45,N,1,N,,,49135
GMU,GREENVILLE DOWNTOWN,GREENVILLE,SC,RNAV (GPS) RWY 10,LPV,1269,1,256,3,60,N,1,Y,Y,,49137
UBE,CUMBERLAND MUNI,CUMBERLAND,Wi,RNAV (GPS) RWY 09,LPV,1493,1,250,3,40,N,1,N,N,,49138
BKS,BROOKS COUNTY,FALFURRIAS,TX,RNAV (GPS) RWY 35,LPV,362,1,250,3,45,N,1,N,N,,49140
BMT,BEAUMONT MUNI,BEAUMONT,TX,RNAV (GPS) RWY 13,LPV,295, 7/8,264,3,40,N,1,N,,,49141
K01,FARINGTON FIELD,AUBURN,NE,RNAV (GPS) RWY 16 ORIG,LPV,1180,1,256,3,40,N,1,N,,,49142
TXK,TEXARKANA RGNL-WEBB FIELD,TEXARKANA,AR,RNAV (GPS) RWY 31,LPV,645,1,255,3,39,N,1,Y,Y,,49199
TCY,TRACY MUNI,TRACY,CA,RNAV (GPS) RWY 12,LPV,443, 7/8,250,3,40,N,1,N,,,49200
PIB,HATTIESBURG-LAUREL RGNL,HATTIESBURG/LAUREL,MS,RNAV (GPS) RWY 18,LPV,498, 1/2,200,3,60,Y,1,Y,Y,,49201
TKI,MCKINNEY NATIONAL,DALLAS,TX,RNAV (GPS) RWY 36,LPV,789, 3/4,200,3,50,N,1,Y,Y,,49202
O02,NERVINO,BECKWOURTH,CA,RNAV (GPS) Z RWY 26,LPV,6787,2,1891,3,55,N,1,N,N,,49203
