tail_number,date,aircraft,origin_code,origin,destination_code,destination,departure,arrival,duration,distance_mi,Owner,origin_Latitude,origin_Longitude,destination_Latitude,destination_Longitude,airport_origin,city_origin,origin_state,country_origin,airport_destination,city_destination,destination_state,country_destination,departure_shift,arrival_shift,duration_min,day_name,weekends
N381HC,2021-03-06,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),10:14PM MST,11:15PM MST,1:01,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,night,night,61,Saturday,1
N381HC,2021-03-06,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),07:37PM MST,08:35PM MST,0:57,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,57,Saturday,1
N381HC,2021-03-01,BE20,KAZC,"Colorado City, AZ",KSGU,St George Rgnl (KSGU),12:39PM MST,12:51PM MST,0:11,26.392105779084112,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.00656,-113.03445,37.036389,-113.510306,Colorado City Municipal Airport,Colorado City,AZ,US,St George Municipal Airport,St George,UT,US,day,day,11,Monday,0
N381HC,2021-03-01,BE20,KSGU,St George Rgnl (KSGU),KAZC,Colorado City Muni (KAZC),11:37AM MST,12:39PM MST,1:01,27.953111909316554,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,36.95989990234375,-113.01399993896484,St George Municipal Airport,St George,UT,US,Colorado City Municipal Airport,Colorado City,AZ,US,day,day,61,Monday,0
N381HC,2021-02-28,BE20,KFLG,Flagstaff Pulliam (KFLG),KSGU,St George Rgnl (KSGU),09:07PM MST,09:51PM MST,0:44,166.47993233506628,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",35.13850021,-111.6709976,37.036389,-113.510306,Flagstaff Pulliam Airport,Flagstaff,AZ,US,St George Municipal Airport,St George,UT,US,night,night,44,Sunday,1
N381HC,2021-02-28,BE20,KPGA,Page Muni (KPGA),KFLG,Flagstaff Pulliam (KFLG),07:18PM MST,07:48PM MST,0:29,123.88092524905794,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",36.92610168,-111.447998,35.13850021,-111.6709976,Page Municipal Airport,Page,AZ,US,Flagstaff Pulliam Airport,Flagstaff,AZ,US,night,night,29,Sunday,1
N381HC,2021-02-28,BE20,KSGU,St George Rgnl (KSGU),KPGA,Page Muni (KPGA),04:37PM MST,05:05PM MST,0:28,114.34371869633068,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,36.92610168,-111.447998,St George Municipal Airport,St George,UT,US,Page Municipal Airport,Page,AZ,US,day,day,28,Sunday,1
N381HC,2021-02-27,BE20,KKNB,Kanab Muni (KKNB),KSGU,St George Rgnl (KSGU),07:45PM MST,08:01PM MST,0:16,54.175801472886924,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.01110076904297,-112.53099822998048,37.036389,-113.510306,Kanab Municipal Airport,Kanab,UT,US,St George Municipal Airport,St George,UT,US,night,night,16,Saturday,1
N381HC,2021-02-27,BE20,KSLC,Salt Lake City Intl (KSLC),KKNB,Kanab Muni (KKNB),06:29PM MST,07:24PM MST,0:54,262.2583148047357,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.01110076904297,-112.53099822998048,Salt Lake City International Airport,Salt Lake City,UT,US,Kanab Municipal Airport,Kanab,UT,US,day,night,54,Saturday,1
N381HC,2021-02-27,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),05:11PM MST,06:09PM MST,0:57,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,57,Saturday,1
N381HC,2021-02-26,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),11:37PM MST,12:44AM MST (+1),1:07,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,night,night,67,Friday,0
N381HC,2021-02-26,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),08:28PM MST,09:27PM MST,0:59,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,59,Friday,0
N381HC,2021-02-17,BE20,KOGD,Ogden-Hinckley (KOGD),KSGU,St George Rgnl (KSGU),02:12PM MST,03:14PM MST,1:01,298.0051082055594,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",41.195899963379,-112.0120010376,37.036389,-113.510306,Ogden Hinckley Airport,Ogden,UT,US,St George Municipal Airport,St George,UT,US,day,day,61,Wednesday,0
N381HC,2021-02-17,BE20,KBIL,Billings Logan Intl (KBIL),KOGD,Ogden-Hinckley (KOGD),11:26AM MST,12:46PM MST,1:20,362.8920489929268,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",45.807701110839844,-108.54299926757812,41.195899963379,-112.0120010376,Billings Logan International Airport,Billings,MT,US,Ogden Hinckley Airport,Ogden,UT,US,day,day,80,Wednesday,0
N381HC,2021-02-17,BE20,KSGU,St George Rgnl (KSGU),KBIL,Billings Logan Intl (KBIL),07:21AM MST,09:44AM MST,2:23,657.6708495251349,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,45.807701110839844,-108.54299926757812,St George Municipal Airport,St George,UT,US,Billings Logan International Airport,Billings,MT,US,day,day,143,Wednesday,0
N381HC,2021-02-16,BE20,KU52,Beaver Muni (U52),KSGU,St George Rgnl (KSGU),07:53PM MST,08:16PM MST,0:23,94.24937597938484,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",38.23070145,-112.6750031,37.036389,-113.510306,Beaver Municipal Airport,Beaver,UT,US,St George Municipal Airport,St George,UT,US,night,night,23,Tuesday,0
N381HC,2021-02-16,BE20,KSGU,St George Rgnl (KSGU),KU52,Beaver Muni (U52),06:24PM MST,06:52PM MST,0:27,94.24937597938484,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,38.23070145,-112.6750031,St George Municipal Airport,St George,UT,US,Beaver Municipal Airport,Beaver,UT,US,day,day,27,Tuesday,0
N381HC,2021-02-15,BE20,KPVU,Provo Muni (KPVU),KSGU,St George Rgnl (KSGU),06:09PM MST,07:08PM MST,0:58,239.88294809496486,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.219200134277,-111.72299957275,37.036389,-113.510306,Provo Municipal Airport,Provo,UT,US,St George Municipal Airport,St George,UT,US,day,night,58,Monday,0
N381HC,2021-02-15,BE20,KRIF,Richfield Muni (KRIF),KPVU,Provo Muni (KPVU),03:48PM MST,04:29PM MST,0:41,104.25075970866936,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",38.73640060424805,-112.0989990234375,40.219200134277,-111.72299957275,Richfield Municipal Airport,Richfield,UT,US,Provo Municipal Airport,Provo,UT,US,day,day,41,Monday,0
N381HC,2021-02-15,BE20,KSGU,St George Rgnl (KSGU),KRIF,Richfield Muni (KRIF),01:13PM MST,02:08PM MST,0:54,140.34487613534785,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,38.73640060424805,-112.0989990234375,St George Municipal Airport,St George,UT,US,Richfield Municipal Airport,Richfield,UT,US,day,day,54,Monday,0
N381HC,2021-02-11,BE20,KFLG,Flagstaff Pulliam (KFLG),KSGU,St George Rgnl (KSGU),05:37AM MST,06:23AM MST,0:46,166.47993233506628,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",35.13850021,-111.6709976,37.036389,-113.510306,Flagstaff Pulliam Airport,Flagstaff,AZ,US,St George Municipal Airport,St George,UT,US,night,night,46,Thursday,0
N381HC,2021-02-11,BE20,KPGA,Page Muni (KPGA),KFLG,Flagstaff Pulliam (KFLG),04:09AM MST,04:37AM MST,0:27,123.88092524905794,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",36.92610168,-111.447998,35.13850021,-111.6709976,Page Municipal Airport,Page,AZ,US,Flagstaff Pulliam Airport,Flagstaff,AZ,US,night,night,27,Thursday,0
N381HC,2021-02-11,BE20,KSGU,St George Rgnl (KSGU),KPGA,Page Muni (KPGA),02:42AM MST,03:11AM MST,0:28,114.34371869633068,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,36.92610168,-111.447998,St George Municipal Airport,St George,UT,US,Page Municipal Airport,Page,AZ,US,night,night,28,Thursday,0
N381HC,2021-02-05,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),09:28PM MST,10:23PM MST,0:55,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,night,night,55,Friday,0
N381HC,2021-02-05,BE20,KFOM,Fillmore Muni (KFOM),KSLC,Salt Lake City Intl (KSLC),08:10PM MST,08:41PM MST,0:31,127.91002396160894,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",38.95830154,-112.362999,40.78839874267578,-111.97799682617188,Fillmore Municipal Airport,Fillmore,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,31,Friday,0
N381HC,2021-02-05,BE20,KSLC,Salt Lake City Intl (KSLC),KFOM,Fillmore Muni (KFOM),06:39PM MST,07:12PM MST,0:32,127.91002396160894,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,38.95830154,-112.362999,Salt Lake City International Airport,Salt Lake City,UT,US,Fillmore Municipal Airport,Fillmore,UT,US,day,night,32,Friday,0
N381HC,2021-02-05,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),03:37PM MST,04:48PM MST,1:11,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,71,Friday,0
N381HC,2021-02-05,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),04:07AM MST,05:05AM MST,0:58,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,night,night,58,Friday,0
N381HC,2021-02-05,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),12:35AM MST,01:49AM MST,1:13,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,73,Friday,0
N381HC,2021-02-01,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),03:46PM MST,04:54PM MST,1:08,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,day,day,68,Monday,0
N381HC,2021-01-30,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),05:12PM MST,06:13PM MST,1:01,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,61,Saturday,1
N381HC,2021-01-30,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),05:04AM MST,06:05AM MST,1:00,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,night,night,60,Saturday,1
N381HC,2021-01-30,BE20,K74V,Roosevelt Muni (74V),KSLC,Salt Lake City Intl (KSLC),01:52AM MST,02:26AM MST,0:34,107.37806622712841,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.278301,-110.051003,40.78839874267578,-111.97799682617188,Roosevelt Municipal Airport,Roosevelt,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,34,Saturday,1
N381HC,2021-01-30,BE20,KSGU,St George Rgnl (KSGU),K74V,Roosevelt Muni (74V),12:22AM MST,01:25AM MST,1:03,291.51422534850894,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.278301,-110.051003,St George Municipal Airport,St George,UT,US,Roosevelt Municipal Airport,Roosevelt,UT,US,night,night,63,Saturday,1
N381HC,2021-01-29,BE20,KPGA,Page Muni (KPGA),KSGU,St George Rgnl (KSGU),08:38PM MST,09:09PM MST,0:31,114.34371869633068,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",36.92610168,-111.447998,37.036389,-113.510306,Page Municipal Airport,Page,AZ,US,St George Municipal Airport,St George,UT,US,night,night,31,Friday,0
N381HC,2021-01-29,BE20,KSGU,St George Rgnl (KSGU),KPGA,Page Muni (KPGA),06:51PM MST,07:21PM MST,0:30,114.34371869633068,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,36.92610168,-111.447998,St George Municipal Airport,St George,UT,US,Page Municipal Airport,Page,AZ,US,day,night,30,Friday,0
N381HC,2021-01-28,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),06:47PM MST,07:58PM MST,1:11,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,day,night,71,Thursday,0
N381HC,2021-01-28,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),04:00PM MST,04:56PM MST,0:56,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,56,Thursday,0
N381HC,2021-01-28,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),11:19AM MST,12:33PM MST,1:13,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,day,day,73,Thursday,0
N381HC,2021-01-19,BE20,KGJT,Grand Junction Rgnl (KGJT),KSLC,Salt Lake City Intl (KSLC),06:46AM MST,07:33AM MST,0:47,216.27470874021702,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",39.1223983765,-108.527000427,40.78839874267578,-111.97799682617188,Grand Junction Regional Airport,Grand Junction,CO,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,day,47,Tuesday,0
N381HC,2021-01-19,BE20,KBDG,Blanding Muni (KBDG),KGJT,Grand Junction Rgnl (KGJT),04:43AM MST,05:12AM MST,0:28,118.1742249167932,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.58330154,-109.4830017,39.1223983765,-108.527000427,Blanding Municipal Airport,Blanding,UT,US,Grand Junction Regional Airport,Grand Junction,CO,US,night,night,28,Tuesday,0
N381HC,2021-01-18,BE20,KSGU,St George Rgnl (KSGU),KBDG,Blanding Muni (KBDG),11:40PM MST,12:36AM MST (+1),0:55,225.0047321160369,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,37.58330154,-109.4830017,St George Municipal Airport,St George,UT,US,Blanding Municipal Airport,Blanding,UT,US,night,night,55,Monday,0
N381HC,2021-01-18,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),05:34PM MST,06:39PM MST,1:04,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,day,day,64,Monday,0
N381HC,2021-01-18,BE20,KBOI,Gowen Field (KBOI),KSLC,Salt Lake City Intl (KSLC),02:37PM MST,03:45PM MST,1:08,290.1084943575274,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",43.5644,-116.223,40.78839874267578,-111.97799682617188,Boise Air Terminal/Gowen Field,Boise,ID,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,68,Monday,0
N381HC,2021-01-18,BE20,KSLC,Salt Lake City Intl (KSLC),KBOI,Gowen Field (KBOI),11:40AM MST,12:46PM MST,1:06,290.1084943575274,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,43.5644,-116.223,Salt Lake City International Airport,Salt Lake City,UT,US,Boise Air Terminal/Gowen Field,Boise,ID,US,day,day,66,Monday,0
N381HC,2021-01-18,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),10:04AM MST,11:02AM MST,0:58,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,58,Monday,0
N381HC,2021-01-16,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),09:07PM MST,10:03PM MST,0:56,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,night,night,56,Saturday,1
N381HC,2021-01-16,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),06:39PM MST,07:48PM MST,1:08,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,night,68,Saturday,1
N381HC,2021-01-15,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),04:56PM MST,05:54PM MST,0:58,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,day,day,58,Friday,0
N381HC,2021-01-15,BE20,KLAS,McCarran Intl (KLAS),KSLC,Salt Lake City Intl (KSLC),12:03PM PST,02:32PM MST,1:29,367.5158611103906,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",36.08010101,-115.1520004,40.78839874267578,-111.97799682617188,McCarran International Airport,Las Vegas,NV,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,89,Friday,0
N381HC,2021-01-15,BE20,KSGU,St George Rgnl (KSGU),KLAS,McCarran Intl (KLAS),10:43AM MST,10:09AM PST,0:26,112.63763113951279,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,36.08010101,-115.1520004,St George Municipal Airport,St George,UT,US,McCarran International Airport,Las Vegas,NV,US,day,day,26,Friday,0
N381HC,2021-01-13,BE20,KPVU,Provo Muni (KPVU),KSGU,St George Rgnl (KSGU),06:13PM MST,07:07PM MST,0:53,239.88294809496486,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.219200134277,-111.72299957275,37.036389,-113.510306,Provo Municipal Airport,Provo,UT,US,St George Municipal Airport,St George,UT,US,day,night,53,Wednesday,0
N381HC,2021-01-13,BE20,KSGU,St George Rgnl (KSGU),KPVU,Provo Muni (KPVU),03:30PM MST,04:26PM MST,0:55,239.88294809496486,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.219200134277,-111.72299957275,St George Municipal Airport,St George,UT,US,Provo Municipal Airport,Provo,UT,US,day,day,55,Wednesday,0
N381HC,2021-01-13,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),11:49AM MST,12:45PM MST,0:55,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,day,day,55,Wednesday,0
N381HC,2021-01-13,BE20,K67L,Mesquite (67L),KSLC,Salt Lake City Intl (KSLC),07:41AM PST,09:50AM MST,1:08,294.817887072304,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",36.83499908,-114.0550003,40.78839874267578,-111.97799682617188,Mesquite Airport,Mesquite,NV,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,68,Wednesday,0
N381HC,2021-01-13,BE20,KSGU,St George Rgnl (KSGU),KSGU,"St George, UT",07:05AM MST,07:11AM MST,0:06,24.731230726159357,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,36.88096,-113.91306000000002,St George Municipal Airport,St George,UT,US,St George Municipal Airport,St George,UT,US,day,day,6,Wednesday,0
N381HC,2021-01-12,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),10:52PM MST,11:52PM MST,0:59,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,night,night,59,Tuesday,0
N381HC,2021-01-12,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),08:24PM MST,09:25PM MST,1:01,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,61,Tuesday,0
N381HC,2021-01-12,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),06:19AM MST,07:18AM MST,0:59,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,night,day,59,Tuesday,0
N381HC,2021-01-12,BE20,KU55,Panguitch Muni (U55),KSLC,Salt Lake City Intl (KSLC),04:18AM MST,05:01AM MST,0:43,204.24600511501683,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.84519958,-112.3919983,40.78839874267578,-111.97799682617188,Panguitch Municipal Airport,Panguitch,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,43,Tuesday,0
N381HC,2021-01-12,BE20,KSGU,St George Rgnl (KSGU),KU55,Panguitch Muni (U55),02:55AM MST,03:32AM MST,0:36,83.02115392332945,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,37.84519958,-112.3919983,St George Municipal Airport,St George,UT,US,Panguitch Municipal Airport,Panguitch,UT,US,night,night,36,Tuesday,0
N381HC,2021-01-11,BE20,K67L,Mesquite (67L),KSGU,St George Rgnl (KSGU),08:27PM PST,09:36PM MST,0:08,33.19634260267287,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",36.83499908,-114.0550003,37.036389,-113.510306,Mesquite Airport,Mesquite,NV,US,St George Municipal Airport,St George,UT,US,night,night,8,Monday,0
N381HC,2021-01-11,BE20,KSGU,St George Rgnl (KSGU),KSGU,"St George, UT",06:43PM MST,06:49PM MST,0:05,22.9574980381168,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,36.90121,-113.88947,St George Municipal Airport,St George,UT,US,St George Municipal Airport,St George,UT,US,day,day,5,Monday,0
N381HC,2021-01-07,BE20,KPVU,Provo Muni (KPVU),KSGU,St George Rgnl (KSGU),04:45PM MST,05:38PM MST,0:52,239.88294809496486,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.219200134277,-111.72299957275,37.036389,-113.510306,Provo Municipal Airport,Provo,UT,US,St George Municipal Airport,St George,UT,US,day,day,52,Thursday,0
N381HC,2021-01-07,BE20,K67L,Mesquite (67L),KPVU,Provo Muni (KPVU),12:36PM PST,02:34PM MST,0:58,265.40707643020517,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",36.83499908,-114.0550003,40.219200134277,-111.72299957275,Mesquite Airport,Mesquite,NV,US,Provo Municipal Airport,Provo,UT,US,day,day,58,Thursday,0
N381HC,2021-01-07,BE20,KSGU,St George Rgnl (KSGU),KSGU,"St George, UT",11:48AM MST,11:53AM MST,0:05,19.13648283024596,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,36.92738,-113.82841,St George Municipal Airport,St George,UT,US,St George Municipal Airport,St George,UT,US,day,day,5,Thursday,0
N381HC,2021-01-06,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),01:29PM MST,02:31PM MST,1:02,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,day,day,62,Wednesday,0
N381HC,2021-01-06,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),10:59AM MST,11:58AM MST,0:59,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,59,Wednesday,0
